IMG/center_2017_04_07_23_14_07_555.jpg,IMG/left_2017_04_07_23_14_07_555.jpg,IMG/right_2017_04_07_23_14_07_555.jpg,0,0,0,4.93363E-05
IMG/center_2017_04_07_23_14_07_653.jpg,IMG/left_2017_04_07_23_14_07_653.jpg,IMG/right_2017_04_07_23_14_07_653.jpg,0,0,0,4.959157E-05
IMG/center_2017_04_07_23_14_07_750.jpg,IMG/left_2017_04_07_23_14_07_750.jpg,IMG/right_2017_04_07_23_14_07_750.jpg,0,0,0,5.059921E-05
IMG/center_2017_04_07_23_14_07_845.jpg,IMG/left_2017_04_07_23_14_07_845.jpg,IMG/right_2017_04_07_23_14_07_845.jpg,0,0,0,4.969527E-05
IMG/center_2017_04_07_23_14_07_941.jpg,IMG/left_2017_04_07_23_14_07_941.jpg,IMG/right_2017_04_07_23_14_07_941.jpg,0,0,0,4.879686E-05
IMG/center_2017_04_07_23_14_08_037.jpg,IMG/left_2017_04_07_23_14_08_037.jpg,IMG/right_2017_04_07_23_14_08_037.jpg,0,0,0,4.89893E-05
IMG/center_2017_04_07_23_14_08_134.jpg,IMG/left_2017_04_07_23_14_08_134.jpg,IMG/right_2017_04_07_23_14_08_134.jpg,0,0,0,4.883206E-05
IMG/center_2017_04_07_23_14_08_230.jpg,IMG/left_2017_04_07_23_14_08_230.jpg,IMG/right_2017_04_07_23_14_08_230.jpg,0,0,0,4.880898E-05
IMG/center_2017_04_07_23_14_08_325.jpg,IMG/left_2017_04_07_23_14_08_325.jpg,IMG/right_2017_04_07_23_14_08_325.jpg,0,0,0,4.870302E-05
IMG/center_2017_04_07_23_14_08_422.jpg,IMG/left_2017_04_07_23_14_08_422.jpg,IMG/right_2017_04_07_23_14_08_422.jpg,0,0,0,4.882293E-05
IMG/center_2017_04_07_23_14_08_517.jpg,IMG/left_2017_04_07_23_14_08_517.jpg,IMG/right_2017_04_07_23_14_08_517.jpg,0,0,0,4.886156E-05
IMG/center_2017_04_07_23_14_08_612.jpg,IMG/left_2017_04_07_23_14_08_612.jpg,IMG/right_2017_04_07_23_14_08_612.jpg,-0.005882353,0,0,4.878008E-05
IMG/center_2017_04_07_23_14_08_723.jpg,IMG/left_2017_04_07_23_14_08_723.jpg,IMG/right_2017_04_07_23_14_08_723.jpg,-0.0355239,0.289221,0,0.2176178
IMG/center_2017_04_07_23_14_08_819.jpg,IMG/left_2017_04_07_23_14_08_819.jpg,IMG/right_2017_04_07_23_14_08_819.jpg,-0.0355239,0.577044,0,0.7497776
IMG/center_2017_04_07_23_14_08_915.jpg,IMG/left_2017_04_07_23_14_08_915.jpg,IMG/right_2017_04_07_23_14_08_915.jpg,-0.0355239,0.86445,0,1.696117
IMG/center_2017_04_07_23_14_08_997.jpg,IMG/left_2017_04_07_23_14_08_997.jpg,IMG/right_2017_04_07_23_14_08_997.jpg,-0.05905331,1,0,2.640888
IMG/center_2017_04_07_23_14_09_093.jpg,IMG/left_2017_04_07_23_14_09_093.jpg,IMG/right_2017_04_07_23_14_09_093.jpg,-0.1061121,1,0,3.8089
IMG/center_2017_04_07_23_14_09_189.jpg,IMG/left_2017_04_07_23_14_09_189.jpg,IMG/right_2017_04_07_23_14_09_189.jpg,-0.1298943,1,0,4.971768
IMG/center_2017_04_07_23_14_09_286.jpg,IMG/left_2017_04_07_23_14_09_286.jpg,IMG/right_2017_04_07_23_14_09_286.jpg,-0.1769531,1,0,6.116588
IMG/center_2017_04_07_23_14_09_379.jpg,IMG/left_2017_04_07_23_14_09_379.jpg,IMG/right_2017_04_07_23_14_09_379.jpg,-0.1889706,1,0,7.251623
IMG/center_2017_04_07_23_14_09_472.jpg,IMG/left_2017_04_07_23_14_09_472.jpg,IMG/right_2017_04_07_23_14_09_472.jpg,-0.1889706,1,0,8.15107
IMG/center_2017_04_07_23_14_09_567.jpg,IMG/left_2017_04_07_23_14_09_567.jpg,IMG/right_2017_04_07_23_14_09_567.jpg,-0.1889706,1,0,9.266177
IMG/center_2017_04_07_23_14_09_663.jpg,IMG/left_2017_04_07_23_14_09_663.jpg,IMG/right_2017_04_07_23_14_09_663.jpg,-0.1889706,1,0,10.37102
IMG/center_2017_04_07_23_14_09_759.jpg,IMG/left_2017_04_07_23_14_09_759.jpg,IMG/right_2017_04_07_23_14_09_759.jpg,-0.2007353,1,0,11.56377
IMG/center_2017_04_07_23_14_09_854.jpg,IMG/left_2017_04_07_23_14_09_854.jpg,IMG/right_2017_04_07_23_14_09_854.jpg,-0.2125,1,0,12.36137
IMG/center_2017_04_07_23_14_09_992.jpg,IMG/left_2017_04_07_23_14_09_992.jpg,IMG/right_2017_04_07_23_14_09_992.jpg,-0.2301471,1,0,13.26068
IMG/center_2017_04_07_23_14_10_021.jpg,IMG/left_2017_04_07_23_14_10_021.jpg,IMG/right_2017_04_07_23_14_10_021.jpg,-0.281296,1,0,14.27189
